0	0	0.84134	-0.18362	0.43644	0.02919	0.93421	-0.00267	0.87947	0.13795	0.81121	-0.01789	0.88559	0.54991	0.91714	-0.57486	0.75000	-0.29520	0.86676	-0.20104	1	1	0.46610	-0.16290	0.90066	-0.02778	0.93358	-0.01158	0.61582	-0.32298	0.84463	-0.25706	0.93323	-0.01425
0	0	1	1	1	-1	0	0	0	0	1	1	1	1	-1	-1	1	-1	-1	1	0	0	1	-1	1	-1	1	1	-1	-1	0	0	0	0
1	0	1	1	1	1	0.91010	1	-0.26970	1	-0.83152	1	-1	1	-1	0.72526	-1	-0.57779	-1	-0.42052	-1	-1	-0.52838	-1	0.90014	-1	1	-1	1	-1	1	-0.34686	1	0.34845
1	0	-0.67935	-1	-1	1	1	0.63317	0.03515	-1	-1	-1	1	1	0.88683	-1	-1	1	0.83840	1	1	-1	-1	-1	-0.18856	1	1	-1	-1	-1	-1	1	1	0.33611
1	0	0.95659	0.08143	0.97487	-0.05667	0.97165	-0.08484	0.96097	-0.06561	0.94717	0.01279	0.95436	-0.16795	0.94612	-0.19497	0.99630	-0.32268	0.90343	-0.35902	0.91428	-0.27316	0.90140	-0.29807	0.99899	-0.40747	0.87244	-0.34586	0.92059	-0.30619	0.83951	-0.39061	0.82166	-0.41173
1	0	0.08333	-0.20685	-1	1	-1	1	0.71875	0.47173	-0.82143	-0.62723	-1	-1	-1	1	-0.02753	0.59152	-0.42113	-0.42113	-0.74628	-1	-1	-0.46801	-1	0.23810	1	-1	-1	-0.38914	-1	-1	-1	0.61458
1	0	1	-0.02259	1	-0.04494	1	-0.06682	1	-0.08799	1	0.56173	1	-0.12738	1	-0.14522	1	0.32407	1	-0.17639	0.99484	-0.18949	0.95601	-0.20081	1	-0.92284	0.87280	-0.21793	0.82920	-0.22370	0.78479	-0.22765	0.73992	-0.22981
0	0	-1	1	1	-1	-1	1	0	0	1	1	-1	-0.18750	1	1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	1	1	1	0	0	-1	-1
1	0	1	0.05812	0.94525	0.07418	0.99952	0.13231	1	-0.01911	0.94846	0.07033	0.95713	0.14644	0.94862	0.11224	0.90896	0.20119	0.96741	0.16265	0.99695	0.14258	0.90784	0.16410	0.91667	0.22431	0.88423	0.23571	0.88568	0.22511	0.78324	0.29576	0.83574	0.31166
1	0	0.17188	-1	-1	1	0	0	0	0	-1	1	0	0	-0.61354	-0.67708	0.80521	0.36146	0.51979	0.14375	0	0	-1	-0.27083	-0.84792	0.96250	1	1	-1	0.67708	0	0	0	0
1	0	1	0.09771	1	0.12197	1	0.22574	0.98602	0.09237	0.94930	0.19211	0.92992	0.24288	0.89241	0.28343	0.85529	0.26721	0.83656	0.33129	0.83393	0.31698	0.74829	0.39597	0.76193	0.34658	0.68452	0.42746	0.62764	0.46031	0.56791	0.47033	0.54252	0.50903
1	0	0.01667	-0.35625	0	0	0	0	0	0	0	0	0	0	0.12292	-0.55000	0.22813	0.82813	1	-0.42292	0	0	0.08333	-1	-0.10625	-0.16667	1	-0.76667	-1	0.18854	0	0	1	-0.27292
1	0	1	0.16801	0.99352	0.16334	0.94616	0.33347	0.91759	0.22610	0.91408	0.37107	0.84250	0.46899	0.81011	0.49225	0.78473	0.48311	0.65091	0.56977	0.56553	0.58071	0.55586	0.64720	0.48311	0.55236	0.43317	0.69129	0.35684	0.76147	0.33921	0.66844	0.22101	0.78685
1	0	0.63816	1	0.20833	-1	1	1	0.87719	0.30921	-0.66886	1	-0.05921	0.58772	0.01754	0.05044	-0.51535	-1	0.14254	-0.03289	0.32675	-0.43860	-1	1	0.80921	-1	1	-0.06140	1	1	0.20614	-1	1	1
1	0	1	-0.41457	1	0.76131	0.87060	0.18593	1	-0.09925	0.93844	0.47990	0.65452	-0.16080	1	0.00879	0.97613	-0.50126	0.80025	-0.24497	0.88065	-0.19095	1	-0.12312	0.93593	0.10678	0.92890	-0.07249	1	-0.27387	0.43970	0.19849	0.51382	-0.05402
1	0	0.84783	0.10598	1	0.39130	1	-1	0.66938	0.08424	1	0.27038	1	0.60598	1	0.35507	1	0.02672	0.58424	-0.43025	1	0.63496	0.89130	0.26585	0.91033	-0.33333	1	0.15942	0.37681	-0.01947	1	0.22464	1	0.37409
1	0	1	0.28046	1	0.02477	1	0.07764	1	0.04317	0.98762	0.33266	1	0.05489	1	0.04384	0.95750	-0.24598	0.84371	-0.08668	1	0.04150	0.99933	0.27376	1	-0.39056	0.96414	-0.02174	0.86747	0.23360	0.94578	-0.22021	0.80355	-0.07329
0	0	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	0.65625	0	0	1	-1
1	0	1	0.67784	0.81309	0.82021	0.43019	1	0.20619	0.80541	-0.43872	1	-0.79135	0.77092	-1	0.40268	-0.39046	-0.58634	-0.97907	-0.42822	-0.73083	-0.76339	-0.37671	-0.97491	0.41366	-1	0.41778	-0.93296	0.25773	-1	0.93570	-0.35222	0.98816	0.03446
1	0	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	0.5	0	0	1	-1	1	-1
1	0	1	0.03529	1	0.18281	1	0.26968	1	0.25068	1	0.28778	1	0.38643	1	0.31674	1	0.65701	1	0.53846	1	0.61267	1	0.59457	0.89593	0.68326	0.89502	0.71374	0.85611	0.67149	0.74389	0.85611	0.71493	0.75837
0	0	1	-1	1	1	-1	-1	1	-1	0	0	0	0	-1	1	1	-1	1	-1	-0.75000	1	1	-1	1	-1	1	-1	-1	-1	0	0	1	-1
1	0	0.96087	0.08620	0.96760	0.19279	0.96026	0.27451	0.98044	0.35052	0.92867	0.46281	0.86265	0.52517	0.82820	0.58794	0.73242	0.69065	0.69003	0.73140	0.54473	0.68820	0.48339	0.76197	0.40615	0.74689	0.33401	0.83796	0.24944	0.86061	0.13756	0.86835	0.09048	0.86285
1	0	0.69444	0.38889	0	0	-0.32937	0.69841	0	0	0	0	0	0	0.20635	-0.24206	0.21032	0.19444	0.46429	0.78175	0	0	0	0	0.73413	0.27381	0.76190	0.63492	0	0	0	0	0	0
1	0	1	0.05070	1	0.10827	1	0.19498	1	0.28453	1	0.34826	1	0.38261	0.94575	0.42881	0.89126	0.50391	0.75906	0.58801	0.80644	0.59962	0.79578	0.62758	0.66643	0.63942	0.59417	0.69435	0.49538	0.72684	0.47027	0.71689	0.33381	0.75243
0	0	1	1	0	0	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	0	0	1	-1
1	0	1	0.04078	1	0.11982	1	0.16159	1	0.27921	0.98703	0.30889	0.92745	0.37639	0.91118	0.39749	0.81939	0.46059	0.78619	0.46994	0.79400	0.56282	0.70331	0.58129	0.67077	0.59723	0.58903	0.60990	0.53952	0.60932	0.45312	0.63636	0.40442	0.62658
0	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	1
1	0	1	0.24168	1	0.48590	1	0.72973	1	1	1	1	1	1	1	0.77128	1	1	1	1	0.74468	1	0.89647	1	0.64628	1	0.38255	1	0.10819	1	-0.17370	1	-0.81383	1
0	0	1	1	1	-1	1	1	-1	1	0	0	1	1	0	0	0	0	-1	1	-1	1	1	1	1	-1	1	1	1	1	1	-1	-1	1
1	0	1	-0.06604	1	0.62937	1	0.09557	1	0.20280	1	-1	1	-0.40559	1	-0.15851	1	0.04895	1	-0.61538	1	-0.26573	1	-1	1	-0.58042	1	-0.81372	1	-1	1	-0.78555	1	-0.48252
0	0	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	-1
1	0	0.92277	0.07804	0.92679	0.16251	0.89702	0.24618	0.84111	0.35197	0.78801	0.42196	0.70716	0.46983	0.70796	0.56476	0.60459	0.64200	0.51247	0.64924	0.39903	0.66975	0.34232	0.68343	0.23693	0.76146	0.18765	0.73885	0.09694	0.71038	0.02735	0.77072	-0.04023	0.69509
1	0	0.68198	-0.17314	0.82332	0.21908	0.46643	0.32862	0.25795	0.58304	1	-0.15194	0.01060	0.44523	0.01060	0.38869	0.18681	0.41168	0.10567	0.36353	0.04325	0.30745	-0.00083	0.24936	-0.02862	0.19405	-0.04314	0.14481	-0.04779	0.10349	-0.04585	0.07064	-0.04013	0.04586
1	0	0.74852	-0.02811	0.65680	-0.05178	0.80621	0.02811	0.85947	0.02515	0.63462	0.08728	0.71598	0.07840	0.73077	0.05178	0.78550	-0.27811	0.65976	-0.01479	0.78698	0.06953	0.34615	-0.18639	0.65385	0.02811	0.61009	-0.06637	0.53550	-0.21154	0.59024	-0.14053	0.56361	0.02959
1	0	0.39179	-0.06343	0.97464	0.04328	1	1	0.35821	0.15299	0.54478	0.13060	0.61567	-0.82090	0.57836	0.67910	0.66791	-0.10448	0.46642	-0.11567	0.65574	0.14792	0.83209	0.45522	0.47015	0.16418	0.49309	0.14630	0.32463	-0.02612	0.39118	0.13521	0.34411	0.12755
1	0	0.67547	0.04528	0.76981	-0.10566	0.77358	0.03774	0.66038	-0.04528	0.64528	0.01132	0.66792	-0.13962	0.72075	-0.02264	0.76981	0.08679	0.61887	-0.07925	0.75849	-0.23774	0.73962	-0.14717	0.84906	-0.15094	0.73886	-0.05801	0.66792	0.02264	0.86415	0.03774	0.73208	0.00755
1	0	0.72727	-0.05000	0.89241	0.03462	1	0.72727	0.66364	-0.05909	0.48182	-0.16818	0.81809	0.09559	0.56818	1	0.50455	0.21818	0.66818	0.10000	1	-0.30000	0.98636	-1	0.57273	0.32727	0.56982	0.14673	0.42273	0.08182	0.48927	0.14643	1	1
1	0	0.57647	-0.01569	0.40392	0	0.38431	0.12941	0.40000	-0.05882	0.56471	0.14118	0.46667	0.08235	0.52549	-0.05490	0.58039	0.01569	0.50196	0	0.45882	0.06667	0.58039	0.08235	0.49804	0.00392	0.48601	0.10039	0.46275	0.08235	0.45098	0.23529	0.43137	0.17255
1	0	0.41932	0.12482	0.35000	0.12500	0.23182	0.27955	-0.03636	0.44318	0.04517	0.36194	-0.19091	0.33636	-0.13350	0.27322	0.02727	0.40455	-0.34773	0.12727	-0.20028	0.05078	-0.18636	0.36364	-0.14003	-0.04802	-0.09971	-0.07114	-1	-1	-0.02916	-0.07464	-0.00526	-0.06314
1	0	0.88305	-0.21996	1	0.36373	0.82403	0.19206	0.85086	0.05901	0.90558	-0.04292	0.85193	0.25000	0.77897	0.25322	0.69206	0.57940	0.71030	0.39056	0.73176	0.27575	1	0.34871	0.56760	0.52039	0.69811	0.53235	0.80901	0.58584	0.43026	0.70923	0.52361	0.54185
1	0	0.84557	-0.08580	-0.31745	-0.80553	-0.08961	-0.56435	0.80648	0.04576	0.89514	-0.00763	-0.18494	0.63966	-0.20019	-0.68065	0.85701	-0.11344	0.77979	-0.15729	-0.06959	0.50810	-0.34128	0.80934	0.78932	-0.03718	0.70882	-0.25288	0.77884	-0.14109	-0.21354	-0.78170	-0.18494	-0.59867
